filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
signal_molecule_1774_(sequence_1)_1edb428b-31d1-4eb7-9cc1-7335d80b8ca2.fast5	1edb428b-31d1-4eb7-9cc1-7335d80b8ca2	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.260750	208	TRUE	6339.999500	208	0.260750	119	8.198808	0.000000	94.542450	8.351807	92.578430	11.273196
signal_molecule_2515_(sequence_2)_16e49395-a939-4e4f-b514-71f3843317b3.fast5	16e49395-a939-4e4f-b514-71f3843317b3	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.262250	209	FALSE	6339.999500	209	0.262250	111	6.728382	0.000000	94.041344	8.685879	92.694466	10.999886
signal_molecule_1152_(sequence_1)_8e7dada5-9ae5-49f0-ace2-819ecf0a7830.fast5	8e7dada5-9ae5-49f0-ace2-819ecf0a7830	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.255750	204	FALSE	6339.999500	204	0.255750	116	6.136756	0.000000	95.043556	8.017735	92.893181	10.983386
signal_molecule_2713_(sequence_2)_f89b44ac-8b94-4050-9099-040974493cef.fast5	f89b44ac-8b94-4050-9099-040974493cef	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.261750	209	FALSE	6339.999500	209	0.261750	111	6.689177	0.000000	95.544670	8.184771	94.485123	11.270840
signal_molecule_802_(sequence_0)_e747dae4-4adc-46ba-aab0-233bd5283e02.fast5	e747dae4-4adc-46ba-aab0-233bd5283e02	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.250000	200	FALSE	6339.999500	200	0.250000	114	5.024048	0.000000	94.208382	8.852915	93.483910	11.567554
signal_molecule_1013_(sequence_1)_c03f421b-5a30-4218-8804-0fe8d82fe23a.fast5	c03f421b-5a30-4218-8804-0fe8d82fe23a	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.252750	202	FALSE	6339.999500	202	0.252750	114	6.346288	0.000000	95.711700	8.184771	92.591629	10.832819
signal_molecule_2572_(sequence_2)_34f15794-e03e-42f7-bb39-f8120cdba418.fast5	34f15794-e03e-42f7-bb39-f8120cdba418	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.234250	187	FALSE	6339.999500	187	0.234250	114	6.427427	0.000000	95.878738	8.017735	92.783043	10.781944
signal_molecule_113_(sequence_0)_52709c60-c698-4368-a4e7-0d9dc6bdd9dd.fast5	52709c60-c698-4368-a4e7-0d9dc6bdd9dd	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.242250	193	FALSE	6339.999500	193	0.242250	115	6.228344	0.000000	95.043556	9.019951	94.234634	10.920067
signal_molecule_1221_(sequence_1)_22b37635-ec9e-4f90-b8db-abb334854613.fast5	22b37635-ec9e-4f90-b8db-abb334854613	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.258000	206	FALSE	6339.999500	206	0.258000	116	6.891803	0.000000	96.045776	7.683662	93.297943	11.128649
signal_molecule_2528_(sequence_2)_a97efea8-6c1e-4592-9474-5b6ece2de582.fast5	a97efea8-6c1e-4592-9474-5b6ece2de582	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.257250	205	FALSE	6339.999500	205	0.257250	124	6.403330	0.000000	95.544670	9.354023	94.064445	10.939288
