filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
signal_molecule_573_(sequence_0)_61283335-3309-4dc3-be50-56aa44af7efb.fast5	61283335-3309-4dc3-be50-56aa44af7efb	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.269500	215	FALSE	6339.999500	215	0.269500	118	6.448512	0.000000	96.045776	8.852915	95.689133	11.354799
signal_molecule_2725_(sequence_2)_ebf5f254-18de-4488-95d4-fb1a0954ebd9.fast5	ebf5f254-18de-4488-95d4-fb1a0954ebd9	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.249750	199	FALSE	6339.999500	199	0.249750	120	6.569111	0.000000	95.210594	8.518843	94.391861	11.196709
signal_molecule_1401_(sequence_1)_8e09b49b-f2d4-4c6c-9e21-35a12b275bc0.fast5	8e09b49b-f2d4-4c6c-9e21-35a12b275bc0	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.260000	208	FALSE	6339.999500	208	0.260000	118	5.778835	0.000000	93.373199	10.022168	92.145233	11.116429
signal_molecule_512_(sequence_0)_359de3c0-3ad7-490f-a653-2bbad909c88f.fast5	359de3c0-3ad7-490f-a653-2bbad909c88f	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.257750	206	TRUE	6339.999500	206	0.257750	117	8.341860	0.000000	95.711700	8.518843	93.495857	10.933348
signal_molecule_1940_(sequence_1)_f14951d7-8b2c-4aaf-abaa-fcd30c43f29f.fast5	f14951d7-8b2c-4aaf-abaa-fcd30c43f29f	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.295000	236	FALSE	6339.999500	236	0.295000	124	5.474641	0.000000	92.705055	10.857348	91.974167	11.334176
signal_molecule_2265_(sequence_2)_60684b06-dce4-4cb7-846e-a24ce01ec700.fast5	60684b06-dce4-4cb7-846e-a24ce01ec700	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.254000	203	FALSE	6339.999500	203	0.254000	127	6.890873	0.000000	95.043556	8.685879	93.943817	11.487570
signal_molecule_529_(sequence_0)_d4b51425-b231-45a5-909b-5011c7f3d314.fast5	d4b51425-b231-45a5-909b-5011c7f3d314	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.244750	195	TRUE	6339.999500	195	0.244750	118	8.600889	0.000000	95.210594	9.521059	94.160973	10.928104
signal_molecule_1288_(sequence_1)_1f391080-87d7-46db-b6c2-f873b8973acb.fast5	1f391080-87d7-46db-b6c2-f873b8973acb	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.240000	192	FALSE	6339.999500	192	0.240000	119	5.719620	0.000000	92.872086	10.356240	93.356110	11.513778
signal_molecule_807_(sequence_0)_3e8f6679-f905-4e10-8560-b1a4993bcdac.fast5	3e8f6679-f905-4e10-8560-b1a4993bcdac	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.245500	196	FALSE	6339.999500	196	0.245500	117	5.793095	0.000000	95.878738	8.351807	94.189804	11.126052
signal_molecule_499_(sequence_0)_95785d1c-c19f-41ec-87c4-dc1b276317e0.fast5	95785d1c-c19f-41ec-87c4-dc1b276317e0	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.254000	203	FALSE	6339.999500	203	0.254000	106	6.058307	0.000000	96.379845	9.019951	94.088806	11.628370
signal_molecule_1634_(sequence_1)_f73b3003-df49-406d-a2ce-95d87580d761.fast5	f73b3003-df49-406d-a2ce-95d87580d761	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.246500	197	FALSE	6339.999500	197	0.246500	124	5.313305	0.000000	93.707268	9.688096	92.157890	11.369569
signal_molecule_2872_(sequence_2)_4d4d1091-9df1-4915-974a-451cd3911549.fast5	4d4d1091-9df1-4915-974a-451cd3911549	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.262250	209	FALSE	6339.999500	209	0.262250	118	5.651737	0.000000	95.544670	9.019951	94.326752	11.325289
signal_molecule_278_(sequence_0)_c22577f4-6cb7-4107-81f4-b5b6c2bb9281.fast5	c22577f4-6cb7-4107-81f4-b5b6c2bb9281	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.241500	193	FALSE	6340.083250	126	0.157750	70	6.656599	0.000000	95.377632	6.681445	95.655693	11.287448
signal_molecule_215_(sequence_0)_69258cba-7e18-4ade-876f-da30644dc690.fast5	69258cba-7e18-4ade-876f-da30644dc690	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.245500	196	FALSE	6339.999500	196	0.245500	116	5.422137	0.000000	96.546883	9.354023	95.101883	11.023840
signal_molecule_2869_(sequence_2)_c80ed7d0-a9c6-47b4-a5bb-04feeaa9d2db.fast5	c80ed7d0-a9c6-47b4-a5bb-04feeaa9d2db	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.284500	227	FALSE	6339.999500	227	0.284500	120	6.793028	0.000000	95.043556	9.186987	93.851494	11.904112
signal_molecule_824_(sequence_0)_412f5a00-4d50-494b-a40c-05be4dbd9a9b.fast5	412f5a00-4d50-494b-a40c-05be4dbd9a9b	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.256500	205	TRUE	6339.999500	205	0.256500	115	7.202826	0.000000	96.212814	8.685879	95.462723	11.361459
signal_molecule_2626_(sequence_2)_7dcb8905-d5cf-457f-bbcc-fa7c902792ba.fast5	7dcb8905-d5cf-457f-bbcc-fa7c902792ba	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.269250	215	TRUE	6339.999500	215	0.269250	115	9.568531	0.000000	96.212814	8.184771	94.512199	10.745944
signal_molecule_1233_(sequence_1)_bae3bef5-edbc-4cfc-b38c-ef971f061117.fast5	bae3bef5-edbc-4cfc-b38c-ef971f061117	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.257000	205	FALSE	6339.999500	205	0.257000	113	5.854951	0.000000	91.869873	10.356240	92.849434	11.135197
signal_molecule_931_(sequence_0)_74e23d89-e769-4114-b697-a1871d329def.fast5	74e23d89-e769-4114-b697-a1871d329def	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.253500	202	FALSE	6339.999500	202	0.253500	115	5.557794	0.000000	98.050209	8.518843	95.932915	11.485511
signal_molecule_1679_(sequence_1)_59c20f5a-0eb8-45fb-b437-634a428385a4.fast5	59c20f5a-0eb8-45fb-b437-634a428385a4	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.271000	216	FALSE	6339.999500	216	0.271000	120	4.912838	0.000000	93.874306	10.189204	92.983765	11.556207
signal_molecule_1544_(sequence_1)_1c8d5f36-6ff8-476c-9969-0c407091547c.fast5	1c8d5f36-6ff8-476c-9969-0c407091547c	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.245750	196	FALSE	6339.999500	196	0.245750	122	6.397426	0.000000	93.707268	10.189204	92.007111	10.920895
signal_molecule_912_(sequence_0)_57aba66a-04f1-492a-b952-edf52064596d.fast5	57aba66a-04f1-492a-b952-edf52064596d	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.272250	217	TRUE	6339.999500	217	0.272250	120	7.515841	0.000000	96.379845	9.019951	95.241211	10.781752
signal_molecule_2639_(sequence_2)_0483aa0d-a47b-4e14-8faf-5a8c13436d96.fast5	0483aa0d-a47b-4e14-8faf-5a8c13436d96	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.277750	222	FALSE	6340.058250	175	0.219000	89	6.973016	0.000000	95.377632	8.184771	94.535011	11.433997
signal_molecule_1998_(sequence_1)_155c5e63-8b86-423a-8367-01d79eee3b83.fast5	155c5e63-8b86-423a-8367-01d79eee3b83	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.253000	202	FALSE	6339.999500	202	0.253000	124	5.890506	0.000000	95.043556	9.855132	93.414757	11.298072
signal_molecule_1306_(sequence_1)_194d1c01-23b7-457d-b6e5-db3f6c2d47cb.fast5	194d1c01-23b7-457d-b6e5-db3f6c2d47cb	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.242500	194	FALSE	6339.999500	194	0.242500	119	5.344511	0.000000	93.039124	9.688096	91.525513	10.969642
signal_molecule_944_(sequence_0)_816c5156-710d-4f6e-821a-f30795c3902b.fast5	816c5156-710d-4f6e-821a-f30795c3902b	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.265500	212	FALSE	6339.999500	212	0.265500	119	6.414708	0.000000	95.544670	8.184771	94.396538	11.374482
signal_molecule_2800_(sequence_2)_1f3f274f-2dfa-4d19-b111-e9a657b28d50.fast5	1f3f274f-2dfa-4d19-b111-e9a657b28d50	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.259500	207	TRUE	6340.000750	206	0.258250	121	8.243150	0.000000	96.212814	8.351807	94.456512	11.012473
signal_molecule_1588_(sequence_1)_bd1305d3-ff0c-415c-82bc-09473eea9303.fast5	bd1305d3-ff0c-415c-82bc-09473eea9303	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.254750	203	FALSE	6339.999500	203	0.254750	109	5.843287	0.000000	94.041344	9.688096	92.749870	10.641271
signal_molecule_1390_(sequence_1)_9defde76-cfca-46fd-828a-aa5f4ae0d354.fast5	9defde76-cfca-46fd-828a-aa5f4ae0d354	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.249500	199	FALSE	6339.999500	199	0.249500	119	5.129359	0.000000	93.707268	9.688096	90.854881	11.856690
signal_molecule_1478_(sequence_1)_9300d17b-b500-4275-a19f-3f174dbfe616.fast5	9300d17b-b500-4275-a19f-3f174dbfe616	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.248250	198	FALSE	6339.999500	198	0.248250	127	5.235696	0.000000	93.373199	9.019951	93.604523	10.846438
